"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","45340-7","Tick^^^3","Prid","Pt","XXX","Nom","","MICRO"
"BEFORE","45341-5","Tick identified^^^2","Prid","Pt","XXX","Nom","","MICRO"
"CHANGED","45341-5","Tick^^^2","Prid","Pt","XXX","Nom","","MICRO"
"BEFORE","45342-3","Tick identified","Prid","Pt","XXX","Nom","","MICRO"
"CHANGED","45342-3","Tick","Prid","Pt","XXX","Nom","","MICRO"
"BEFORE","4537-7","Erythrocyte sedimentation rate","Vel","Pt","Bld","Qn","Westergren","HEM/BC"
"CHANGED","4537-7","Sedimentation","Vel","Pt","RBC","Qn","Westergren","HEM/BC"
"BEFORE","4538-5","Erythrocyte sedimentation rate","Vel","Pt","Bld","Qn","Wintrobe","HEM/BC"
"CHANGED","4538-5","Sedimentation","Vel","Pt","RBC","Qn","Wintrobe","HEM/BC"
"BEFORE","4539-3","Erythrocyte sedimentation rate.Zeta","Vel","Pt","Bld","Qn","Zetafuge","HEM/BC"
"CHANGED","4539-3","Sedimentation","RelVel","Pt","RBC","Qn","Zeta","HEM/BC"
"BEFORE","4544-3","Hematocrit","VFr","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","4544-3","Erythrocyte/Blood","VFr","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","4545-0","Hematocrit","VFr","Pt","Bld","Qn","Spun","HEM/BC"
"CHANGED","4545-0","Erythrocyte/Specimen Volume","VFr","Pt","Bld","Qn","Spun","HEM/BC"
"BEFORE","45473-6","Advance directive &or living will completed","Find","Pt","^Patient","Ord","","CLIN"
"CHANGED","45473-6","Advance healthcare directive completed","Find","Pt","^Patient","Ord","","CLIN"
"BEFORE","46080-8","Erythrocytes.CD55/100 erythrocytes","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","46080-8","Erythrocytes.CD55/Erythrocytes","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","46231-7","Cells.ZAP70/100 cells","NFr","Pt","Tiss","Qn","","CELLMARK"
"CHANGED","46231-7","Cells.ZAP70/Cells","NFr","Pt","Tiss","Qn","","CELLMARK"
"BEFORE","46232-5","Cells.ZAP70/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","46232-5","Cells.ZAP70/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","46233-3","Cells.ZAP70/100 cells","NFr","Pt","Body fld","Qn","","CELLMARK"
"CHANGED","46233-3","Cells.ZAP70/Cells","NFr","Pt","Body fld","Qn","","CELLMARK"
"BEFORE","46234-1","Cells.ZAP70/100 cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","46234-1","Cells.ZAP70/Cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","46235-8","Cells.ZAP70/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","46235-8","Cells.ZAP70/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","46237-4","Lymphocytes.kappa/100 lymphocytes","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","46237-4","Lymphocytes.kappa/Lymphocytes","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","46238-2","Lymphocytes.kappa/100 lymphocytes","NFr","Pt","Body fld","Qn","","CELLMARK"
"CHANGED","46238-2","Lymphocytes.kappa/Lymphocytes","NFr","Pt","Body fld","Qn","","CELLMARK"
"BEFORE","46244-0","Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation identified","Prid","Pt","Isolate/Specimen","Nom","Molgen","ABXBACT"
"CHANGED","46244-0","Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation","Prid","Pt","Isolate/Specimen","Nom","Molgen","ABXBACT"
"BEFORE","46271-3","Blood group antibody screen^post transfusion reaction","PrThr","Pt","Ser/Plas","Ord","","BLDBK"
"CHANGED","46271-3","Blood group antibody^post transfusion reaction","PrThr","Pt","Ser/Plas","Ord","Blood group antibody screen","BLDBK"
"BEFORE","46272-1","Appearance^post transfusion reaction","Aper","Pt","Urine","Nom","","SPEC"
"CHANGED","46272-1","Observation^post transfusion reaction","Aper","Pt","Urine","Nom","","SPEC"
"BEFORE","46273-9","Appearance^post transfusion reaction","Aper","Pt","Ser","Nom","","SPEC"
"CHANGED","46273-9","Observation^post transfusion reaction","Aper","Pt","Ser","Nom","","SPEC"
"BEFORE","4662-3","Lymphocytes+Monocytes/100 leukocytes","NFr","Pt","Bld","Qn","","HEM/BC"
"CHANGED","4662-3","Lymphocytes+Monocytes/Leukocytes","NFr","Pt","Bld","Qn","","HEM/BC"
"BEFORE","4679-7","Reticulocytes/100 erythrocytes","NFr","Pt","Bld","Qn","","HEM/BC"
"CHANGED","4679-7","Reticulocytes/Erythrocytes","NFr","Pt","Bld","Qn","","HEM/BC"
"BEFORE","47005-4","Spermatozoa Ab.IgM/100 spermatozoa","NFr","Pt","Ser","Qn","Immunobead","FERT"
"CHANGED","47005-4","Spermatozoa Ab.IgM/Spermatozoa","NFr","Pt","Ser","Qn","Immunobead","FERT"
"BEFORE","47006-2","Spermatozoa Ab.IgG/100 spermatozoa","NFr","Pt","Ser","Qn","Immunobead","FERT"
"CHANGED","47006-2","Spermatozoa Ab.IgG/Spermatozoa","NFr","Pt","Ser","Qn","Immunobead","FERT"
"BEFORE","47007-0","Spermatozoa Ab.IgA/100 spermatozoa","NFr","Pt","Ser","Qn","Immunobead","FERT"
"CHANGED","47007-0","Spermatozoa Ab.IgA/Spermatozoa","NFr","Pt","Ser","Qn","Immunobead","FERT"
"BEFORE","47022-9","Cells.CD11c+CD19+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","47022-9","Cells.CD11c+CD19+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","47023-7","Cells.CD19+CD23+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","47023-7","Cells.CD19+CD23+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","47277-9","Erythrocyte distribution width","Ratio","Pt","BldCo","Qn","","HEM/BC"
"CHANGED","47277-9","Observation","DistWidth","Pt","RBC^BldCo","Qn","","HEM/BC"
"BEFORE","47278-7","Erythrocyte mean corpuscular hemoglobin","EntMass","Pt","BldCo","Qn","","HEM/BC"
"CHANGED","47278-7","Hemoglobin","EntMass","Pt","RBC^BldCo","Qn","","HEM/BC"
"BEFORE","47279-5","Erythrocyte mean corpuscular hemoglobin concentration","MCnc","Pt","BldCo","Qn","","HEM/BC"
"CHANGED","47279-5","Hemoglobin","EntMCnc","Pt","RBC^BldCo","Qn","","HEM/BC"
"BEFORE","47282-9","Erythrocyte mean corpuscular volume","EntVol","Pt","BldCo","Qn","","HEM/BC"
"CHANGED","47282-9","Observation","EntMeanVol","Pt","RBC^BldCo","Qn","","HEM/BC"
"BEFORE","47283-7","Platelet mean volume","EntVol","Pt","BldCo","Qn","","HEM/BC"
"CHANGED","47283-7","Platelet","EntMeanVol","Pt","BldCo","Qn","","HEM/BC"
"BEFORE","47399-1","Cells.ZAP70+CD19+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","47399-1","Cells.ZAP70+CD19+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","47413-0","Plasma cells/100 leukocytes","NFr","Pt","CSF","Qn","","HEM/BC"
"CHANGED","47413-0","Plasma cells/Leukocytes","NFr","Pt","CSF","Qn","","HEM/BC"
"BEFORE","47640-8","Hematocrit","VFr","Pt","Dial fld","Qn","","HEM/BC"
"CHANGED","47640-8","Erythrocyte/Specimen Volume","VFr","Pt","Dial fld","Qn","Calculated","HEM/BC"
"BEFORE","48040-0","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","Synv fld","Qn","Manual count","HEM/BC"
"CHANGED","48040-0","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","Synv fld","Qn","Manual count","HEM/BC"
"BEFORE","48055-8","Pneumocystis jiroveci","PrThr","Pt","XXX","Ord","Calcofluor white preparation","MICRO"
"CHANGED","48055-8","Pneumocystis jirovecii","PrThr","Pt","XXX","Ord","Calcofluor white preparation","MICRO"
"BEFORE","48058-2","Fibrin D-dimer DDU","MCnc","Pt","PPP","Qn","IA","COAG"
"CHANGED","48058-2","Fibrin D-dimer","MCnc","Pt","PPP","Qn","IA.DDU","COAG"
"BEFORE","48065-7","Fibrin D-dimer FEU","MCnc","Pt","PPP","Qn","","COAG"
"CHANGED","48065-7","Fibrin D-dimer","MCnc","Pt","PPP","Qn","FEU","COAG"
"BEFORE","48066-5","Fibrin D-dimer DDU","MCnc","Pt","PPP","Qn","","COAG"
"CHANGED","48066-5","Fibrin D-dimer","MCnc","Pt","PPP","Qn","DDU","COAG"
"BEFORE","48067-3","Fibrin D-dimer FEU","MCnc","Pt","PPP","Qn","IA","COAG"
"CHANGED","48067-3","Fibrin D-dimer","MCnc","Pt","PPP","Qn","IA.FEU","COAG"
"BEFORE","48148-1","Osmolality","Osmol","Pt","Urine","Qn","Calculated","CHEM"
"CHANGED","48148-1","Observation","Osmol","Pt","Urine","Qn","Calculated.Sum of electrolytes","CHEM"
"BEFORE","48372-7","Spermatozoa.isolated head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","48372-7","Spermatozoa.isolated head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","48373-5","Spermatozoa.angled midpiece/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","48373-5","Spermatozoa.angled midpiece/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","48374-3","Spermatozoa.isolated tail/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","48374-3","Spermatozoa.isolated tail/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","48375-0","Spermatozoa.short tail/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","48375-0","Spermatozoa.short tail/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","48642-3","Glomerular filtration rate/1.73 sq M.predicted.non black","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)","CHEM"
"CHANGED","48642-3","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)/1.73 sq M among non black population","CHEM"
"BEFORE","48643-1","Glomerular filtration rate/1.73 sq M.predicted.black","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)","CHEM"
"CHANGED","48643-1","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)/1.73 sq M among black population","CHEM"
"BEFORE","48702-5","Spermatozoa.immature/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","48702-5","Spermatozoa.immature/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","48703-3","Hematocrit","VFr","Pt","Bld","Qn","Estimated","HEM/BC"
"CHANGED","48703-3","Erythrocyte/Specimen Volume","VFr","Pt","Bld","Qn","Estimated","HEM/BC"
"BEFORE","48708-2","Erythrocytes.fresh/100 erythrocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"CHANGED","48708-2","Erythrocytes.fresh/Erythrocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"BEFORE","48709-0","Burr cells/100 erythrocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"CHANGED","48709-0","Burr cells/Erythrocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"BEFORE","48778-5","Erythrocytes.nucleated/100 cells","NFr","Pt","CSF","Qn","","HEM/BC"
"CHANGED","48778-5","Erythrocytes.nucleated/Cells","NFr","Pt","CSF","Qn","","HEM/BC"
"BEFORE","48873-4","Ehrlichia sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","48873-4","Ehrlichia sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","49001-1","Osmolality","Osmol","Pt","Sweat","Qn","","CHEM"
"CHANGED","49001-1","Observation","Osmol","Pt","Sweat","Qn","","CHEM"
"BEFORE","49012-8","Influenza virus A & B identified","Prid","Pt","XXX","Nom","Bioassay","MICRO"
"CHANGED","49012-8","Influenza virus A & B","Prid","Pt","XXX","Nom","Bioassay","MICRO"
"BEFORE","49031-8","Erythrocytes.CD59/100 erythrocytes","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","49031-8","Erythrocytes.CD59/Erythrocytes","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","49110-0","Mycoplasma sp identified","Prid","Pt","Urine","Nom","Organism specific culture","MICRO"
"CHANGED","49110-0","Mycoplasma sp","Prid","Pt","Urine","Nom","Organism specific culture","MICRO"
"BEFORE","49123-3","Bartonella sp identified","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"CHANGED","49123-3","Bartonella sp","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"BEFORE","49125-8","Ehrlichia sp identified","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"CHANGED","49125-8","Ehrlichia sp","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"BEFORE","49127-4","Rickettsia sp identified","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"CHANGED","49127-4","Rickettsia sp","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"BEFORE","49229-8","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","Body fld","Qn","","HEM/BC"
"CHANGED","49229-8","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","Body fld","Qn","","HEM/BC"
"BEFORE","49436-9","Pneumocystis jiroveci DNA","NCnc","Pt","Bld","Qn","Probe.amp.tar","MICRO"
"CHANGED","49436-9","Pneumocystis jirovecii DNA","NCnc","Pt","Bld","Qn","Probe.amp.tar","MICRO"
"BEFORE","49437-7","Pneumocystis jiroveci DNA","NCnc","Pt","Tiss","Qn","Probe.amp.tar","MICRO"
"CHANGED","49437-7","Pneumocystis jirovecii DNA","NCnc","Pt","Tiss","Qn","Probe.amp.tar","MICRO"
"BEFORE","49438-5","Pneumocystis jiroveci DNA","NCnc","Pt","BAL","Qn","Probe.amp.tar","MICRO"
"CHANGED","49438-5","Pneumocystis jirovecii DNA","NCnc","Pt","BAL","Qn","Probe.amp.tar","MICRO"
"BEFORE","49439-3","Pneumocystis jiroveci DNA","NCnc","Pt","CSF","Qn","Probe.amp.tar","MICRO"
"CHANGED","49439-3","Pneumocystis jirovecii DNA","NCnc","Pt","CSF","Qn","Probe.amp.tar","MICRO"
"BEFORE","49440-1","Pneumocystis jiroveci DNA","NCnc","Pt","Ser/Plas","Qn","Probe.amp.tar","MICRO"
"CHANGED","49440-1","Pneumocystis jirovecii DNA","NCnc","Pt","Ser/Plas","Qn","Probe.amp.tar","MICRO"
"BEFORE","49441-9","Pneumocystis jiroveci DNA","NCnc","Pt","XXX","Qn","Probe.amp.tar","MICRO"
"CHANGED","49441-9","Pneumocystis jirovecii DNA","NCnc","Pt","XXX","Qn","Probe.amp.tar","MICRO"
"BEFORE","49442-7","Pneumocystis jiroveci DNA","NCnc","Pt","Bone mar","Qn","Probe.amp.tar","MICRO"
"CHANGED","49442-7","Pneumocystis jirovecii DNA","NCnc","Pt","Bone mar","Qn","Probe.amp.tar","MICRO"
"BEFORE","49538-2","Influenza virus identified","Prid","Pt","XXX","Nom","Shell vial culture","MICRO"
"CHANGED","49538-2","Influenza virus","Prid","Pt","XXX","Nom","Shell vial culture","MICRO"
"BEFORE","49550-7","Leukocytes.CD59 deficient/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","49550-7","Leukocytes.CD59 deficient/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","49679-4","Cells.CD36/100 cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","49679-4","Cells.CD36/Cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","49680-2","Cells.CD36/100 cells","NFr","Pt","Tiss","Qn","","CELLMARK"
"CHANGED","49680-2","Cells.CD36/Cells","NFr","Pt","Tiss","Qn","","CELLMARK"
"BEFORE","49681-0","Cells.CD36/100 cells","NFr","Pt","Body fld","Qn","","CELLMARK"
"CHANGED","49681-0","Cells.CD36/Cells","NFr","Pt","Body fld","Qn","","CELLMARK"
"BEFORE","49782-6","Mononuclear cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","","HEM/BC"
"CHANGED","49782-6","Mononuclear cells/Leukocytes","NFr","Pt","Pericard fld","Qn","","HEM/BC"
"BEFORE","49787-5","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","","HEM/BC"
"CHANGED","49787-5","Granulocytes/Leukocytes","NFr","Pt","Pericard fld","Qn","","HEM/BC"
"BEFORE","49809-7","2-Ethyl-3-Hydroxypropionate/Creatinine","SRto","24H","Urine","Qn","","CHEM"
"CHANGED","49809-7","2-Ethylhydracrylate/Creatinine","SRto","24H","Urine","Qn","","CHEM"
"BEFORE","49835-2","Cells.CD19+IgD+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","49835-2","Cells.CD19+IgD+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","49840-2","Cells.CD19+IgG+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","49840-2","Cells.CD19+IgG+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","49841-0","Cells.CD19+IgM+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","49841-0","Cells.CD19+IgM+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","49842-8","Cells.CD19+IgA+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","49842-8","Cells.CD19+IgA+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","49959-0","Specific gravity^^adjusted to pH 7.4","Rden","Pt","Urine","Qn","","UA"
"CHANGED","49959-0","Observation^^adjusted to pH 7.4","SpGrav","Pt","Urine","Qn","","UA"
"BEFORE","49966-5","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"CHANGED","49966-5","Granulocytes/Leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"BEFORE","50024-9","Virus identified","Prid","Pt","XXX","Nom","Shell vial culture","MICRO"
"CHANGED","50024-9","Virus","Prid","Pt","XXX","Nom","Shell vial culture","MICRO"
"BEFORE","50044-7","Glomerular filtration rate/1.73 sq M.predicted.female","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)","CHEM"
"CHANGED","50044-7","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)/1.73 sq M among female population","CHEM"
"BEFORE","50210-4","Glomerular filtration rate/1.73 sq M.predicted","ArVRat","Pt","Ser/Plas/Bld","Qn","Cystatin C-based formula","CHEM"
"CHANGED","50210-4","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Cystatin C-based formula/1.73 sq M","CHEM"
"BEFORE","50313-6","Cyclospora sp identified","Prid","Pt","Stool","Nom","Safranin stain","MICRO"
"CHANGED","50313-6","Cyclospora sp","Prid","Pt","Stool","Nom","Safranin stain","MICRO"
"BEFORE","50342-5","Ependymal+Choroid plexus cells/100 leukocytes","Ratio","Pt","CSF","Qn","","HEM/BC"
"CHANGED","50342-5","Ependymal+Choroid plexus cells/Leukocytes","Ratio","Pt","CSF","Qn","","HEM/BC"
"BEFORE","50363-1","Pigweed common Ab.IgE/IgE.total","AFr","Pt","Ser","Qn","","ALLERGY"
"CHANGED","50363-1","Amaranthus retroflexus Ab.IgE/IgE.total","AFr","Pt","Ser","Qn","","ALLERGY"
"BEFORE","50373-0","Eosinophils.band form/100 cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"CHANGED","50373-0","Eosinophils.band form/Cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"BEFORE","50374-8","Myelocytes.eosinophilic/100 cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"CHANGED","50374-8","Myelocytes.eosinophilic/Cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"BEFORE","50384-7","Glomerular filtration rate/1.73 sq M.predicted","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (Schwartz)","CHEM"
"CHANGED","50384-7","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (Schwartz)/1.73 sq M","CHEM"
"BEFORE","50404-3","Other cells/100 leukocytes","Prid","Pt","Synv fld","Nom","","HEM/BC"
"CHANGED","50404-3","Other cells/Leukocytes","Prid","Pt","Synv fld","Nom","","HEM/BC"
"BEFORE","50407-6","Other cells/100 leukocytes","Prid","Pt","CSF","Nom","","HEM/BC"
"CHANGED","50407-6","Other cells/Leukocytes","Prid","Pt","CSF","Nom","","HEM/BC"
"BEFORE","50553-7","Color","Type","Pt","Urine","Nom","Auto","UA"
"CHANGED","50553-7","Observation","Color","Pt","Urine","Nom","Automated","UA"
"BEFORE","50562-8","Specific gravity","Rden","Pt","Urine","Qn","Refractometry.automated","UA"
"CHANGED","50562-8","Observation","SpGrav","Pt","Urine","Qn","Refractometry.automated","UA"
"BEFORE","50564-4","Urinalysis panel","-","Pt","Urine","-","Auto","PANEL.UA"
"CHANGED","50564-4","Urinalysis panel","-","Pt","Urine","-","Automated","PANEL.UA"
"BEFORE","50658-4","Basophils.band form/100 leukocytes","NFr","Pt","Bone mar","Qn","","HEM/BC"
"CHANGED","50658-4","Basophils.band form/Leukocytes","NFr","Pt","Bone mar","Qn","","HEM/BC"
"BEFORE","50724-4","Lymphoblasts/100 leukocytes","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"CHANGED","50724-4","Lymphoblasts/Leukocytes","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"BEFORE","50725-1","Monoblasts/100 leukocytes","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"CHANGED","50725-1","Monoblasts/Leukocytes","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"BEFORE","50726-9","Reticulum cell/100 cells","NFr","Pt","Bone mar","Qn","Gomori stain","HEM/BC"
"CHANGED","50726-9","Reticulum cell/Cells","NFr","Pt","Bone mar","Qn","Gomori stain","HEM/BC"
"BEFORE","50788-9","Cytokeratin cells/100 cells","NFr","Pt","Bld","Qn","","HEM/BC"
"CHANGED","50788-9","Cytokeratin cells/Cells","NFr","Pt","Bld","Qn","","HEM/BC"
"BEFORE","50974-5","Cells.CD38+CD138+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","50974-5","Cells.CD38+CD138+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","51009-9","Cells.CD3-CD16+CD56+CD244+/100 cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","51009-9","Cells.CD3-CD16+CD56+CD244+/Cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","51010-7","Cells.CD3-CD16+CD56+CD244+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","51010-7","Cells.CD3-CD16+CD56+CD244+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","51011-5","Cells.CD3-CD16+CD56+CD244+/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","51011-5","Cells.CD3-CD16+CD56+CD244+/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","51012-3","Cells.BCLXL/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","51012-3","Cells.BCLXL/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","51013-1","Blasts.CD1/100 blasts","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","51013-1","Blasts.CD1/Blasts","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","51014-9","Blasts.CD1/100 blasts","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","51014-9","Blasts.CD1/Blasts","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","51015-6","Blasts.CD1/100 blasts","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","51015-6","Blasts.CD1/Blasts","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","51018-0","Blasts.CD10/100 blasts","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","51018-0","Blasts.CD10/Blasts","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","51019-8","Blasts.CD10/100 blasts","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","51019-8","Blasts.CD10/Blasts","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","51022-2","Blasts.cytoplasmic CD117/100 cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","51022-2","Blasts.cytoplasmic CD117/Cells","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","51023-0","Blasts.cytoplasmic CD117/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","51023-0","Blasts.cytoplasmic CD117/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","51024-8","Blasts.cytoplasmic CD117/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","51024-8","Blasts.cytoplasmic CD117/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","51025-5","Blasts.CD117/100 blasts","NFr","Pt","Bone mar","Qn","","CELLMARK"
"CHANGED","51025-5","Blasts.CD117/Blasts","NFr","Pt","Bone mar","Qn","","CELLMARK"
"BEFORE","51026-3","Blasts.CD117/100 blasts","NFr","Pt","Bld","Qn","","CELLMARK"
