"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"29504-8","","","","","","","","","","2-OH-Isovaleriansäure/Kreatinin-Ratio /U","2-OH-Isovaleriansäure/Kreatinin-Ratio /U"
"29507-1","","","","","","","","","","2-Oxoglutarsäure/Kreatinin-Ratio /U","2-Oxoglutarsäure/Kreatinin-Ratio /Urin"
"29509-7","","","","","","","","","","Beta-Hydroxybuttersäure/Kreatinin-Ratio /U","Beta-Hydroxybuttersäure/Kreatinin-Ratio /Urin"
"2951-2","","","","","","","","","","Natrium","Natrium"
"29514-7","","","","","","","","","","3-OH-Isovaleriansäure/Kreatinin-Ratio /U","3-OH-Isovaleriansäure/Kreatinin-Ratio /U"
"29515-4","","","","","","","","","","3-OH-Propionsäure/Kreatinin-Ratio /U","3-OH-Propionsäure/Kreatinin-Ratio /U"
"29518-8","","","","","","","","","","3-Methylglutarsäure/Kreatinin-Ratio /U","3-Methylglutarsäure/Kreatinin-Ratio /Urin"
"29522-0","","","","","","","","","","5-Oxoprolin/Kreatinin-Ratio /U","5-Oxoprolin/Kreatinin-Ratio /Urin"
"29524-6","","","","","","","","","","Acetoacatat/Kreatinin-Ratio /U","Acetoacatat/Kreatinin-Ratio /Urin"
"29527-9","","","","","","","","","","Citrat/Kreatinin-Ratio /U","Citrat/Kreatinin-Ratio /U"
"29530-3","","","","","","","","","","Amphetamine /SM","Amphetamine /Sondermaterial"
"2954-6","","","","","","","","","","Natrium /SW","Natrium /Schweiß"
"2955-3","","","","","","","","","","Natrium /U","Natrium /Urin"
"29558-4","","","","","","","","","","Enterovirus RNA /Liquor PCR","Enterovirus-RNA /L PCR"
"2956-1","","","","","","","","","","Natrium Urinexkr.","Natrium Urinexkretion"
"29573-3","","","","","","","","","","Phenylalanin /Trockenblut","Phenylalanin /Trockenblut"
"29591-5","","","","","","","","","","Enterovirus RNA /SM PCR","Enterovirus-RNA /Sondermaterial PCR"
"29604-6","","","","","","","","","","CMV DNA /B PCR","CMV DNA /Blut PCR"
"29605-3","","","","","","","","","","Aussehen /PG","Aussehen /Gelenkspunktat"
"29607-9","","","","","","","","","","Tropheryma whippelii DNA /TI ql. PCR","Tropheryma whippelii DNA /Gewebe ql. PCR"
"29610-3","","","","","","","","","","HBV DNA PCR","HBV-DNA PCR"
"29615-2","","","","","","","","","","HBV-DNA PCR qn.","HBV-DNA PCR quantitativ"
"29620-2","","","","","","","","","","Zonisamid","Zonisamid"
"2963-7","","","","","","","","","","HGH","HGH"
"29641-8","","","","","","","","","","Atypischer ANCA qual. IF","Atypischer ANCA qual. IF"
"29644-2","","","","","","","","","","PR3-AK ql.","PR3-Antikörper qual."
"29658-2","","","","","","","","","","Bordetella pertussis AK IgM ql.","Bordetella pertussis Antikörper IgM qualitativ"
"29659-0","","","","","","","","","","Bordetella pertussis AK IgG ql.","Bordetella pertussis Antikörper IgG qualitativ"
"29672-3","","","","","","","","","","Bordetella pertussis AK IgA ql.","Bordetella pertussis Antikörper IgA qualitativ"
"29675-6","","","","","","","","","","Parvovirus-B19-AK IgG ql.","Parvovirus-B19-Antikörper IgG qualitativ"
"29676-4","","","","","","","","","","Dengue Virus AK IgG","Dengue-Virus IgG-Antikörper qualititiv"
"2967-8","","","","","","","","","","Stärke /Stuhl ql. mikr.","Stärke /Stuhl ql. mikr."
"29859-6","","","","","","","","","","Adipinsäure/Kreatinin-Ratio /U","Adipinsäure/Kreatinin-Ratio /Urin"
"29861-2","","","","","","","","","","IgE f275 Liebstöckel RAST","Liebstöckel IgE RAST"
"29862-0","","","","","","","","","","IgE f301 Kaki-Frucht RAST","Kaki-Frucht IgE R"
"2986-8","","","","","","","","","","Testosteron","Testosteron"
"29891-9","","","","","","","","","","Helicobacter pylori C13-Atemtest ql.","Helicobacter pylori C13-Atemtest qualitativ"
"29892-7","","","","","","","","","","C-13 U Atemtest qn.","C-13 Harnstoff Atemtest quantitativ"
"2990-0","","","","","","","","","","Testosteron,bioverf.","Testosteron, bioverfügbares (BAT)"
"29908-1","","","","","","","","","","Parainfluenza 1 RNA /SM PCR","Parainfluenzavirus (Typ 1)-RNA /Sondermaterial PCR"
"29909-9","","","","","","","","","","Parainfluenza 2 RNA /SM PCR","Parainfluenzavirus (Typ 2)-RNA /Sondermaterial PCR"
"29910-7","","","","","","","","","","Parainfluenza 3 RNA /SM PCR","Parainfluenzavirus (Typ 3)-RNA /Sondermaterial PCR"
"2991-8","","","","","","","","","","Freies Testosteron","Freies Testosteron"
"2998-3","","","","","","","","","","Vitamin B1 /Blut","Vitamin B1 /Blut"
"2999-1","","","","","","","","","","Vitamin B1 Thiamin","Vitamin B1 Thiamin"
"29993-3","","","","","","","","","","Eosinophile Granulozyten /SP","Eosinophile Granulozyten /Sputum"
"30003-8","","","","","","","","","","Mikroalbumin /24hU","Mikroalbumin /24h Urin"
"30004-6","","","","","","","","","","Kreatinin /U Teststreifen","Kreatinin /Urin Teststreifen"
"30022-8","","","","","","","","","","IgG m7 Botrytis cinerea","IgG m7 Botrytis cinerea"
"30032-7","","","","","","","","","","IgG m13 Phoma betae","IgG m13 Phoma betae"
"30042-6","","","","","","","","","","Vigabatrin","Vigabatrin"
"30047-5","","","","","","","","","","Histidin/Kreatinin-Ratio /U","Histidin/Kreatinin-Ratio /Urin"
"30048-3","","","","","","","","","","Lysin/Kreatinin-Ratio /U","Lysin/Kreatinin-Ratio /Urin"
"30049-1","","","","","","","","","","Ornithin/Kreatinin-Ratio /U","Ornithin/Kreatinin-Ratio /Urin"
"30050-9","","","","","","","","","","Hydroxylysin/Kreatinin-Ratio /U","Hydroxylysin/Kreatinin-Ratio /Urin"
"30051-7","","","","","","","","","","Homocystin/Kreatinin-Ratio /U","Homocystin/Kreatinin-Ratio /Urin"
"30052-5","","","","","","","","","","Isoleucin/Kreatinin-Ratio /U","Isoleucin/Kreatinin-Ratio /Urin"
"30053-3","","","","","","","","","","Leucin/Kreatinin-Ratio /U","Leucin/Kreatinin-Ratio /Urin"
"30054-1","","","","","","","","","","Tyrosin/Kreatinin-Ratio /U","Tyrosin/Kreatinin-Ratio /Urin"
"30055-8","","","","","","","","","","Phenylalanin/Kreatinin-Ratio /U","Phenylalanin/Kreatinin-Ratio /Urin"
"30056-6","","","","","","","","","","Glutamin/Kreatinin-Ratio /U","Glutamin/Kreatinin-Ratio /Urin"
"30057-4","","","","","","","","","","Threonin/Kreatinin-Ratio /U","Threonin/Kreatinin-Ratio /Urin"
"30058-2","","","","","","","","","","Serin/Kreatinin-Ratio /U","Serin/Kreatinin-Ratio /Urin"
"30059-0","","","","","","","","","","Glutamat/Kreatinin-Ratio /U","Glutamat/Kreatinin-Ratio /Urin"
"30061-6","","","","","","","","","","Aspartat/Kreatinin-Ratio /U","Aspartat/Kreatinin-Ratio /Urin"
"30062-4","","","","","","","","","","Arginin/Kreatinin-Ratio /U","Arginin/Kreatinin-Ratio /Urin"
"30063-2","","","","","","","","","","Methionin/Kreatinin-Ratio /U","Methionin/Kreatinin-Ratio /Urin"
"30064-0","","","","","","","","","","Valin/Kreatinin-Ratio /U","Valin/Kreatinin-Ratio /Urin"
"30065-7","","","","","","","","","","Cystin/Kreatinin-Ratio /U","Cystin/Kreatinin-Ratio /Urin"
"30066-5","","","","","","","","","","Glycin/Kreatinin-Ratio /U","Glycin/Kreatinin-Ratio /Urin"
"30067-3","","","","","","","","","","Prolin/Kreatinin-Ratio /U","Prolin/Kreatinin-Ratio /Urin"
"30068-1","","","","","","","","","","Alanin/Kreatinin-Ratio /U","Alanin/Kreatinin-Ratio /Urin"
"30071-5","","","","","","","","","","IgG m15 Trichoderma viride","IgG m15 Trichoderma viride"
"30078-0","","","","","","","","","","Stuhlgewicht","Stuhlgewicht"
"30126-7","","","","","","","","","","IgE t11 Ahornblättrige Platane RAST","Ahornblättrige Platane Pollen IgE RAST"
"3013-0","","","","","","","","","","Thyreoglobulin","Thyreoglobulin"
"30152-3","","","","","","","","","","Mannose bind.Prot.","Mannose bindendes Protein"
"30160-6","","","","","","","","","","Tau Protein /L","Tau Protein /Liquor"
"30161-4","","","","","","","","","","Citrullin/Kreatinin-Ratio /U","Citrullin/Kreatinin-Ratio /Urin"
"3016-3","","","","","","","","","","TSH","Thyreoidea-stimulierendes Hormon (TSH)"
"30167-1","","","","","","","","","","HPV Hochrisiko Genotypen DNA","HPV Hochrisiko Genotypen DNA"
"30169-7","","","","","","","","","","Chromogranin A","Chromogranin A"
"30170-5","","","","","","","","","","IgE i206 Amerikanische Küchenschabe","IgE i206 Amerikanische Küchenschabe"
"30180-4","","","","","","","","","","Basophile Gr.rel.","Basophile Granulozyten rel."
"30182-0","","","","","","","","","","IgE tx7 Bäume","IgE tx7 Bäume"
"30183-8","","","","","","","","","","IgE mx2 Schimmelpilze","mx2 Schimmelpilzmix"
"30184-6","","","","","","","","","","IgE tx1 Bäume","IgE tx1 Bäume"
"30185-3","","","","","","","","","","IgE ex1 Tiere","IgE ex1 Tiere"
"30187-9","","","","","","","","","","IgE Nahrungsmittm.5 qn.","Nahrungsm.5 (HüEw,MilEw,Dor,Weiz,Erdn,Soja)IgE qn."
"30188-7","","","","","","","","","","IgE gx2 Gräser","IgE gx2 Gräser"
"30189-5","","","","","","","","","","IgE gx1 Gräser","IgE gx1 Gräser"
"30191-1","","","","","","","","","","Acetylkarnitin","Acetylkarnitin im Serum/Plasma"
"30193-7","","","","","","","","","","Acylkarn./fr.karn.","Acylkarnitine/fr.Karnitin i.S./Pl."
"3021-3","","","","","","","","","","Thyroxin bindendes Globulin (TBG)","Thyroxin bindendes Globulin (TBG)"
"30231-5","","","","","","","","","","Rheumafaktor /SM","Rheumafaktor /Sondermaterial"
"30234-9","","","","","","","","","","3-OHpalmitoylkarn.","3-Hydroxypalmitoylkarn."
"30235-6","","","","","","","","","","3-OHpalmitoleylkarn.","3-Hydroxypalmitoleylkarn."
"30237-2","","","","","","","","","","3-OHlinoleoylkarn.","3-Hydroxylinoleoylkarn."
"30240-6","","","","","","","","","","D-Dimer","D-Dimer"
"30243-0","","","","","","","","","","HCG intakt","HCG intakt"
"3024-7","","","","","","","","","","Freies T4","Freies T4"
"30248-9","","","","","","","","","","Lösl.Trf-Rez.(sTfR)","Löslicher Transferrin-Rezeptor (sTfR)"
"30249-7","","","","","","","","","","Barbiturate","Barbiturate"
"3026-2","","","","","","","","","","T4","T4"
"30312-3","","","","","","","","","","3-OH-Oleoylcarnitin","3-Hydroxyoleoylcarnitin"
"30313-1","","","","","","","","","","Hämoglobin art.","Totales Hämoglobin arteriell"
"3032-0","","","","","","","","","","Transcobalamin","Transcobalamin"
"30323-0","","","","","","","","","","PTV 60 Min","Plasmatauschversuch 60 Min"
"30324-8","","","","","","","","","","Cryptococcus spp. AG ql.","Cryptococcus spp. Antigen qualitativ"
"30325-5","","","","","","","","","","CMV-AK IgM","CMV-Antikörper IgM"
"30326-3","","","","","","","","","","CMV DNA /Liquor PCR","CMV-DNA /Liquor PCR"
"30327-1","","","","","","","","","","Decanoylkarnitin","Decanoylkarnitin im Serum/Plasma"
"30328-9","","","","","","","","","","Decenoylkarnitin","Decenoylkarnitin im Serum/Plasma"
"30331-3","","","","","","","","","","Dodecanoylkarnitin","Dodecanoylkarnitin im Serum/Plasma"
"3033-8","","","","","","","","","","Cortisol bindendes Globulin","Cortisol bindendes Globulin"
"30339-6","","","","","","","","","","EBV-AK IgG ql.","EBV-Antikörper IgG qualitativ"
"30340-4","","","","","","","","","","EBV-AK IgM","EBV-Antikörper IgM qualitativ"
"30341-2","","","","","","","","","","Blutsenkung","Blutsenkung"
"3034-6","","","","","","","","","","Transferrin","Transferrin"
"30349-5","","","","","","","","","","Glutarylkarnitin","Glutarylkarnitin Serum/Plasma"
"30350-3","","","","","","","","","","Hämoglobin ven.","Totales Hämoglobin venös"
"30351-1","","","","","","","","","","Hämoglobin gev.","Totales Hämoglobin gemischt venös"
"30352-9","","","","","","","","","","Hämoglobin Kap.","Totales Hämoglobin kapillär"
"3035-3","","","","","","","","","","Transferrin /U","Transferrin /Urin"
"30353-7","","","","","","","","","","Hb /BN ven.","Hb Blut Nabelschnur ven."
"30354-5","","","","","","","","","","Hb /BN art.","Hb Blut Nabelschnur art."
"30356-0","","","","","","","","","","Palmitoylkarnitin","Palmitoylkarnitin im Serum/Plasma"
"30357-8","","","","","","","","","","Palmitoleylkarnitin","Palmitoleylkarnitin im Serum/Plasma"
"30358-6","","","","","","","","","","Hexanoylkarnitin","Hexanoylkarnitin im Serum/Plasma"
"30359-4","","","","","","","","","","Histon-AK","Histon-Antikörper"
"30362-8","","","","","","","","","","Insulin 30 min","Insulin Abnahme 30 Minuten"
"30364-4","","","","","","","","","","Lymphozyten abs. FC","Lymphozyten abs. FC"
"30365-1","","","","","","","","","","Lymphozyten rel. FC","Lymphozyten rel. FC"
"30369-3","","","","","","","","","","O2Hb /BN ven.","O2Hb Blut Nabelschnur ven."
"30370-1","","","","","","","","","","O2Hb /BN art.","O2Hb Blut Nabelschnur art."
"30374-3","","","","","","","","","","Basophile Granulozyten rel. /L","Basophile Granulozyten rel. /Liquor"
"30379-2","","","","","","","","","","Eosinophile Granulozyten rel. /PP","Eosinophile Granulozyten rel. /Pleurapunktat"
"30380-0","","","","","","","","","","Eosinophile Granulozyten rel./ASZ","Eosinophile Granulozyten rel./Aszites"
"30384-2","","","","","","","","","","RDW-SD","RDW (Erythrozytenverteilungsbreite) -SD"
"30385-9","","","","","","","","","","RDW-CV","RDW (Erythrozytenverteilungsbreite) -CV"
"30391-7","","","","","","","","","","Erythrozyten /U","Erythrozyten /U"
"30392-5","","","","","","","","","","Normoblast.(NRBC)ab.","Normoblasten (NRBC) abs."
"30394-1","","","","","","","","","","Granulozyten abs.","Granulozyten abs."
"30395-8","","","","","","","","","","Granulozyten rel.","Granulozyten rel."
"3040-3","","","","","","","","","","Lipase","Lipase"
"30405-5","","","","","","","","","","Leukozyten /U","Leukozyten /U"
"30416-2","","","","","","","","","","Atypische Lymphozyten rel. /L","Atypische Lymphozyten rel. /Liquor"
"30425-3","","","","","","","","","","Makrophagen /BAL","Makrophagen /BAL"
"30426-1","","","","","","","","","","Makrophagen rel. /L","Makrophagen rel. /Liquor"
"30427-9","","","","","","","","","","Makrophagen rel. /SM","Makrophagen relativ /Sondermaterial"
"30428-7","","","","","","","","","","MCV","MCV (mittleres Zellvolumen)"
"30468-3","","","","","","","","","","Zellen unidentifiziert /L","Zellen unidentifiziert /Liquor"
"30469-1","","","","","","","","","","Zellen unspezifiziert /SM","Zellen unspezifiziert /Sondermaterial"
"30471-7","","","","","","","","","","Levetiracetam","Levetiracetam"
"3051-0","","","","","","","","","","Freies T3","Freies T3"
"30518-5","","","","","","","","","","Cholsäure","Cholsäure"
"30519-3","","","","","","","","","","Chenodeoxycholsäure","Chenodeoxycholsäure"
"30520-1","","","","","","","","","","Deoxycholsäure","Deoxycholsäure"
"30522-7","","","","","","","","","","CRP hs","C-reaktives Protein (CRP) high sensitivity"
"30530-0","","","","","","","","","","Intrins.-Fak.-AK ql.","Intrinsic-Faktor-Antikörper qual."
"30534-2","","","","","","","","","","Linoleoylkarn.","Linoleoylkarnitin"
"30535-9","","","","","","","","","","LKM-1-AK ql.","LKM-1-Antikörper qual."
"3053-6","","","","","","","","","","T3","T3"
"30537-5","","","","","","","","","","Herzmuskel AK ql.","Herzmuskel Antikörper qualitativ"
"30540-9","","","","","","","","","","Octanoylkarnitin","Octanoylkarnitin im Serum/Plasma"
"30542-5","","","","","","","","","","Oleoylkarnitin","Oleoylkarnitin im Serum/Plasma"
"30543-3","","","","","","","","","","Osm.Ery.Res, NaCl 0,75%","Osm.Ery.Res, NaCl 0,75%"
"30551-6","","","","","","","","","","Propionylkarnitin","Propionylkarnitin im Serum/Plasma"
"30560-7","","","","","","","","","","Stearoylkarnitin","Stearoylkarnitin im Serum/Plasma"
"30564-9","","","","","","","","","","Tetradecadien.karn.","Tetradecadienoylkarn./Plasma"
"30565-6","","","","","","","","","","Tetradecanoylkarn.","Tetradecanoylkarnitin im Serum/Plasma"
"30566-4","","","","","","","","","","Tetradecenoylkarn.","Tetradecenoylkarnitin im Serum/Plasma"
"3074-2","","","","","","","","","","TNF-alpha","Tumornekrosefaktor-alpha"
"3077-5","","","","","","","","","","Tyrosin","Tyrosin"
"3084-1","","","","","","","","","","Harnsäure","Harnsäure"
"3085-8","","","","","","","","","","Harnsäure /PG","Harnsäure /Gelenkspunktat"
"3086-6","","","","","","","","","","Harnsäure /U","Harnsäure /Urin"
"3087-4","","","","","","","","","","Harnsäure Urinexkr.","Harnsäure Urinexkretion"
"30894-0","","","","","","","","","","Aldosteron/Renin Ratio","Aldosteron/Renin Ratio"
"30895-7","","","","","","","","","","Renin","Renin"
"30903-9","","","","","","","","","","Neutrophil Oxidative Burst","Neutrophil Oxidative Burst"
"3091-6","","","","","","","","","","Harnstoff","Harnstoff"
"3092-4","","","","","","","","","","Harnstoff /U","Harnstoff /Urin"
"3093-2","","","","","","","","","","Harnstoff-N /SM","Harnstoff-N /Sondermaterial"
"30934-4","","","","","","","","","","BNP","BNP (B-type natriuretic peptide)"
"3094-0","","","","","","","","","","BUN","BUN"
"3095-7","","","","","","","","","","Harnstoff-N /U (UUN)","Harnstoff-N /Urin (UUN)"
"3096-5","","","","","","","","","","Harnstoff-N Urinexkr.","Harnstoff-N Urinexkretion"
"3098-1","","","","","","","","","","Harnstoff-Clearance","Harnstoff-Clearance"
"30983-1","","","","","","","","","","IgE t203 Roßkastanie ql.","IgE t203 Roßkastanie qualitativ"
"30984-9","","","","","","","","","","IgE t215 Birkenkomponente","Birke rBet v1 IgE"
"30985-6","","","","","","","","","","IgE t216 Birkenkomponente, Profilin","Birke rBet v2 (Profilin) IgE"
"30986-4","","","","","","","","","","IgE m218 Aspergilluskomponente (rAsp f1)","Schimmelpilz rAsp f 1 IgE Qn"
"30987-2","","","","","","","","","","IgE e208 Chinchilla","IgE e208 Chinchilla"
"30989-8","","","","","","","","","","IgE f61 Sardine (japanische)","IgE f61 Sardine (japanische)"
"30990-6","","","","","","","","","","IgE m219 Aspergilluskomponente (rAsp f2)","Schimmelpilz rAsp f 2 IgE Qn"
"58511-7","","","","","","","","","","C-Peptid 180 Min (oGTT)","C-Peptid 180 Min (oGTT)"
"58514-1","","","","","","","","","","C-Peptid 45 Min (oGTT)","C-Peptid 45 Min (oGTT)"
"58522-4","","","","","","","","","","C-Peptid basal (oGTT)","C-Peptid basal (oGTT)"
"58547-1","","","","","","","","","","ACTH 15 Min (Insulintest)","ACTH 15 Min (Insulintest)"
"58565-3","","","","","","","","","","ACTH 150 Min(Insulintest)","ACTH 150 Min(Insulintest)"
"58576-0","","","","","","","","","","ACTH 120 Min (Insulintest)","ACTH 120 Min (Insulintest)"
